Ticket_ID,Created_Date,Created_Hour,Country,Day_Type,Priority,Source,Topic,Product_Group,Agent_Group,Agent,Status,First_Response_Min,Resolution_Hours,CSAT
TKT-6412,2025-04-04,21,Switzerland,Workday,Critical,Portal,Feature request,Custom development,Tier 1,G. de Vries,Closed,51,16,2.9
TKT-6413,2025-05-09,4,Germany,Workday,Low,Email,Bug report,Training services,Specialists,E. Müller,Closed,14,27,3.6
TKT-6414,2025-06-14,11,United Kingdom,Weekend,Medium,Phone,Pricing & licensing,Integrations,Tier 2,C. Chen,Closed,27,10,4.3
TKT-6415,2025-07-19,18,Austria,Weekend,High,Chat,Purchasing & invoicing,Other,Tier 1,A. Khan,Open,40,21,
TKT-6416,2025-08-24,1,Germany,Weekend,Critical,Portal,Product setup,Ready-to-use software,Specialists,H. Martin,Open,53,24,
TKT-6417,2025-09-02,8,Spain,Workday,Low,Email,Feature request,Custom development,Tier 2,F. Rossi,Closed,71,15,4.1
TKT-6418,2025-10-07,15,Poland,Workday,Medium,Phone,Bug report,Training services,Tier 1,D. Garcia,Closed,29,26,4.8
TKT-6419,2025-11-12,22,Germany,Workday,High,Chat,Pricing & licensing,Integrations,Specialists,B. Smith,Closed,42,9,3.2
TKT-6420,2025-12-17,5,Spain,Workday,Critical,Portal,Purchasing & invoicing,Other,Tier 2,I. Kowalski,Closed,55,20,3.9
TKT-6421,2025-01-22,12,Netherlands,Workday,Low,Email,Product setup,Ready-to-use software,Tier 1,G. de Vries,Closed,18,23,4.6
TKT-6422,2025-02-27,19,France,Workday,Medium,Phone,Feature request,Custom development,Specialists,E. Müller,Closed,31,14,3
TKT-6423,2025-03-05,2,Italy,Workday,High,Chat,Bug report,Training services,Tier 2,C. Chen,Open,44,25,
TKT-6424,2025-04-10,9,Netherlands,Workday,Critical,Portal,Pricing & licensing,Integrations,Tier 1,A. Khan,Open,57,8,
TKT-6425,2025-05-15,16,France,Workday,Low,Email,Purchasing & invoicing,Other,Specialists,H. Martin,Closed,75,19,2.8
TKT-6426,2025-06-20,23,Italy,Workday,High,Phone,Product setup,Ready-to-use software,Tier 2,F. Rossi,Closed,33,50,3.5
TKT-6427,2025-07-25,6,Netherlands,Workday,Critical,Chat,Feature request,Custom development,Tier 1,D. Garcia,Closed,46,13,4.2
TKT-6428,2025-08-03,13,France,Weekend,Low,Portal,Bug report,Training services,Specialists,B. Smith,Closed,9,24,4.9
TKT-6429,2025-09-08,20,Belgium,Workday,Medium,Email,Pricing & licensing,Integrations,Tier 2,I. Kowalski,Closed,22,7,3.3
TKT-6430,2025-10-13,3,Netherlands,Workday,High,Phone,Purchasing & invoicing,Other,Tier 1,G. de Vries,Closed,35,18,4
TKT-6431,2025-11-18,10,United Kingdom,Workday,Critical,Chat,Product setup,Ready-to-use software,Specialists,E. Müller,Open,48,49,
TKT-6432,2025-12-23,17,Switzerland,Workday,Low,Portal,Feature request,Custom development,Tier 2,C. Chen,Closed,11,12,3.1
TKT-6433,2025-01-01,0,Germany,Workday,Medium,Email,Bug report,Training services,Tier 1,A. Khan,Closed,79,23,3.8
TKT-6434,2025-02-06,7,United Kingdom,Workday,High,Phone,Pricing & licensing,Integrations,Specialists,H. Martin,Closed,37,6,4.5
TKT-6435,2025-03-11,14,Austria,Workday,Critical,Chat,Purchasing & invoicing,Other,Tier 2,F. Rossi,Closed,50,17,2.9
TKT-6436,2025-04-16,21,Germany,Workday,Low,Portal,Product setup,Ready-to-use software,Tier 1,D. Garcia,Closed,13,48,3.6
TKT-6437,2025-05-21,4,Spain,Workday,Medium,Email,Feature request,Custom development,Specialists,B. Smith,Closed,26,11,4.3
TKT-6438,2025-06-26,11,Poland,Workday,High,Phone,Bug report,Training services,Tier 2,I. Kowalski,Open,39,22,
TKT-6439,2025-07-04,18,Germany,Workday,Critical,Chat,Pricing & licensing,Integrations,Tier 1,G. de Vries,Open,52,5,
TKT-6440,2025-08-09,1,Spain,Weekend,Low,Portal,Purchasing & invoicing,Other,Specialists,E. Müller,Closed,15,16,4.1
TKT-6441,2025-09-14,8,Netherlands,Weekend,Medium,Email,Product setup,Ready-to-use software,Tier 2,C. Chen,Closed,83,47,4.8
TKT-6442,2025-10-19,15,France,Weekend,High,Phone,Feature request,Custom development,Tier 1,A. Khan,Closed,41,10,3.2
TKT-6443,2025-11-24,22,Italy,Workday,Low,Chat,Bug report,Training services,Specialists,H. Martin,Closed,54,21,3.9
TKT-6444,2025-12-02,5,Netherlands,Workday,Medium,Portal,Pricing & licensing,Integrations,Tier 2,F. Rossi,Closed,17,4,4.6
TKT-6445,2025-01-07,12,France,Workday,High,Email,Purchasing & invoicing,Other,Tier 1,D. Garcia,Closed,30,15,3
TKT-6446,2025-02-12,19,Italy,Workday,Critical,Phone,Product setup,Ready-to-use software,Specialists,B. Smith,Open,43,46,
TKT-6447,2025-03-17,2,Netherlands,Workday,Low,Chat,Feature request,Custom development,Tier 2,I. Kowalski,Open,56,9,
TKT-6448,2025-04-22,9,France,Workday,Medium,Portal,Bug report,Training services,Tier 1,G. de Vries,Closed,19,20,2.8
TKT-6449,2025-05-27,16,Belgium,Workday,High,Email,Pricing & licensing,Integrations,Specialists,E. Müller,Closed,87,3,3.5
TKT-6450,2025-06-05,23,Netherlands,Workday,Critical,Phone,Purchasing & invoicing,Other,Tier 2,C. Chen,Closed,45,14,4.2
TKT-6451,2025-07-10,6,United Kingdom,Workday,Low,Chat,Product setup,Ready-to-use software,Tier 1,A. Khan,Closed,8,45,4.9
TKT-6452,2025-08-15,13,Switzerland,Workday,Medium,Portal,Feature request,Custom development,Specialists,H. Martin,Closed,21,8,3.3
TKT-6453,2025-09-20,20,Germany,Weekend,High,Email,Bug report,Training services,Tier 2,F. Rossi,Closed,34,19,4
TKT-6454,2025-10-25,3,United Kingdom,Weekend,Critical,Phone,Pricing & licensing,Integrations,Tier 1,D. Garcia,Open,47,30,
TKT-6455,2025-11-03,10,Austria,Workday,Low,Chat,Purchasing & invoicing,Other,Specialists,B. Smith,Closed,10,13,3.1
TKT-6456,2025-12-08,17,Germany,Workday,Medium,Portal,Product setup,Ready-to-use software,Tier 2,I. Kowalski,Closed,23,44,3.8
TKT-6457,2025-01-13,0,Spain,Workday,High,Email,Feature request,Custom development,Tier 1,G. de Vries,Closed,91,7,4.5
TKT-6458,2025-02-18,7,Poland,Workday,Critical,Phone,Bug report,Training services,Specialists,E. Müller,Closed,49,18,2.9
TKT-6459,2025-03-23,14,Germany,Weekend,Low,Chat,Pricing & licensing,Integrations,Tier 2,C. Chen,Closed,12,29,3.6
TKT-6460,2025-04-01,21,Spain,Workday,High,Portal,Purchasing & invoicing,Other,Tier 1,A. Khan,Closed,25,12,4.3
TKT-6461,2025-05-06,4,Netherlands,Workday,Critical,Email,Product setup,Ready-to-use software,Specialists,H. Martin,Open,38,43,
TKT-6462,2025-06-11,11,France,Workday,Low,Phone,Feature request,Custom development,Tier 2,F. Rossi,Open,51,6,
TKT-6463,2025-07-16,18,Italy,Workday,Medium,Chat,Bug report,Training services,Tier 1,D. Garcia,Closed,14,17,4.1
TKT-6464,2025-08-21,1,Netherlands,Workday,High,Portal,Pricing & licensing,Integrations,Specialists,B. Smith,Closed,27,28,4.8
TKT-6465,2025-09-26,8,France,Workday,Critical,Email,Purchasing & invoicing,Other,Tier 2,I. Kowalski,Closed,95,11,3.2
TKT-6466,2025-10-04,15,Italy,Weekend,Low,Phone,Product setup,Ready-to-use software,Tier 1,G. de Vries,Closed,53,42,3.9
TKT-6467,2025-11-09,22,Netherlands,Weekend,Medium,Chat,Feature request,Custom development,Specialists,E. Müller,Closed,16,5,4.6
TKT-6468,2025-12-14,5,France,Weekend,High,Portal,Bug report,Training services,Tier 2,C. Chen,Closed,29,16,3
TKT-6469,2025-01-19,12,Belgium,Weekend,Critical,Email,Pricing & licensing,Integrations,Tier 1,A. Khan,Open,42,27,
TKT-6470,2025-02-24,19,Netherlands,Workday,Low,Phone,Purchasing & invoicing,Other,Specialists,H. Martin,Open,55,10,
TKT-6471,2025-03-02,2,United Kingdom,Weekend,Medium,Chat,Product setup,Ready-to-use software,Tier 2,F. Rossi,Closed,18,41,2.8
TKT-6472,2025-04-07,9,Switzerland,Workday,High,Portal,Feature request,Custom development,Tier 1,D. Garcia,Closed,31,4,3.5
TKT-6473,2025-05-12,16,Germany,Workday,Critical,Email,Bug report,Training services,Specialists,B. Smith,Closed,99,15,4.2
TKT-6474,2025-06-17,23,United Kingdom,Workday,Low,Phone,Pricing & licensing,Integrations,Tier 2,I. Kowalski,Closed,57,26,4.9
TKT-6475,2025-07-22,6,Austria,Workday,Medium,Chat,Purchasing & invoicing,Other,Tier 1,G. de Vries,Closed,20,9,3.3
TKT-6476,2025-08-27,13,Germany,Workday,High,Portal,Product setup,Ready-to-use software,Specialists,E. Müller,Closed,33,40,4
TKT-6477,2025-09-05,20,Spain,Workday,Low,Email,Feature request,Custom development,Tier 2,C. Chen,Open,46,3,
TKT-6478,2025-10-10,3,Poland,Workday,Medium,Phone,Bug report,Training services,Tier 1,A. Khan,Closed,9,14,3.1
TKT-6479,2025-11-15,10,Germany,Weekend,High,Chat,Pricing & licensing,Integrations,Specialists,H. Martin,Closed,22,25,3.8
TKT-6480,2025-12-20,17,Spain,Weekend,Critical,Portal,Purchasing & invoicing,Other,Tier 2,F. Rossi,Closed,35,8,4.5
TKT-6481,2025-01-25,0,Netherlands,Weekend,Low,Email,Product setup,Ready-to-use software,Tier 1,D. Garcia,Closed,103,39,2.9
TKT-6482,2025-02-03,7,France,Workday,Medium,Phone,Feature request,Custom development,Specialists,B. Smith,Closed,11,30,3.6
TKT-6483,2025-03-08,14,Italy,Weekend,High,Chat,Bug report,Training services,Tier 2,I. Kowalski,Closed,24,13,4.3
TKT-6484,2025-04-13,21,Netherlands,Weekend,Critical,Portal,Pricing & licensing,Integrations,Tier 1,G. de Vries,Open,37,24,
TKT-6485,2025-05-18,4,France,Weekend,Low,Email,Purchasing & invoicing,Other,Specialists,E. Müller,Open,50,7,
TKT-6486,2025-06-23,11,Italy,Workday,Medium,Phone,Product setup,Ready-to-use software,Tier 2,C. Chen,Closed,13,38,4.1
TKT-6487,2025-07-01,18,Netherlands,Workday,High,Chat,Feature request,Custom development,Tier 1,A. Khan,Closed,26,29,4.8
TKT-6488,2025-08-06,1,France,Workday,Critical,Portal,Bug report,Training services,Specialists,H. Martin,Closed,39,12,3.2
TKT-6489,2025-09-11,8,Belgium,Workday,Low,Email,Pricing & licensing,Integrations,Tier 2,F. Rossi,Closed,107,23,3.9
TKT-6490,2025-10-16,15,Netherlands,Workday,Medium,Phone,Purchasing & invoicing,Other,Tier 1,D. Garcia,Closed,15,6,4.6
TKT-6491,2025-11-21,22,United Kingdom,Workday,High,Chat,Product setup,Ready-to-use software,Specialists,B. Smith,Closed,28,37,3
TKT-6492,2025-12-26,5,Switzerland,Workday,Critical,Portal,Feature request,Custom development,Tier 2,I. Kowalski,Open,41,28,
TKT-6493,2025-01-04,12,Germany,Weekend,Low,Email,Bug report,Training services,Tier 1,G. de Vries,Open,54,11,
TKT-6494,2025-02-09,19,United Kingdom,Weekend,High,Phone,Pricing & licensing,Integrations,Specialists,E. Müller,Closed,17,22,2.8
TKT-6495,2025-03-14,2,Austria,Workday,Critical,Chat,Purchasing & invoicing,Other,Tier 2,C. Chen,Closed,30,5,3.5
TKT-6496,2025-04-19,9,Germany,Weekend,Low,Portal,Product setup,Ready-to-use software,Tier 1,A. Khan,Closed,43,36,4.2
TKT-6497,2025-05-24,16,Spain,Weekend,Medium,Email,Feature request,Custom development,Specialists,H. Martin,Closed,111,27,4.9
TKT-6498,2025-06-02,23,Poland,Workday,High,Phone,Bug report,Training services,Tier 2,F. Rossi,Closed,19,10,3.3
TKT-6499,2025-07-07,6,Germany,Workday,Critical,Chat,Pricing & licensing,Integrations,Tier 1,D. Garcia,Closed,32,21,4
TKT-6500,2025-08-12,13,Spain,Workday,Low,Portal,Purchasing & invoicing,Other,Specialists,B. Smith,Open,45,4,
TKT-6501,2025-09-17,20,Netherlands,Workday,Medium,Email,Product setup,Ready-to-use software,Tier 2,I. Kowalski,Closed,8,35,3.1
TKT-6502,2025-10-22,3,France,Workday,High,Phone,Feature request,Custom development,Tier 1,G. de Vries,Closed,21,26,3.8
TKT-6503,2025-11-27,10,Italy,Workday,Critical,Chat,Bug report,Training services,Specialists,E. Müller,Closed,34,9,4.5
TKT-6504,2025-12-05,17,Netherlands,Workday,Low,Portal,Pricing & licensing,Integrations,Tier 2,C. Chen,Closed,47,20,2.9
TKT-6505,2025-01-10,0,France,Workday,Medium,Email,Purchasing & invoicing,Other,Tier 1,A. Khan,Closed,65,3,3.6
TKT-6506,2025-02-15,7,Italy,Weekend,High,Phone,Product setup,Ready-to-use software,Specialists,H. Martin,Closed,23,34,4.3
TKT-6507,2025-03-20,14,Netherlands,Workday,Critical,Chat,Feature request,Custom development,Tier 2,F. Rossi,Open,36,25,
TKT-6508,2025-04-25,21,France,Workday,Low,Portal,Bug report,Training services,Tier 1,D. Garcia,Open,49,8,
TKT-6509,2025-05-03,4,Belgium,Weekend,Medium,Email,Pricing & licensing,Integrations,Specialists,B. Smith,Closed,12,19,4.1
TKT-6510,2025-06-08,11,Netherlands,Weekend,High,Phone,Purchasing & invoicing,Other,Tier 2,I. Kowalski,Closed,25,30,4.8
TKT-6511,2025-07-13,18,United Kingdom,Weekend,Low,Chat,Product setup,Ready-to-use software,Tier 1,G. de Vries,Closed,38,33,3.2
TKT-6512,2025-08-18,1,Switzerland,Workday,Medium,Portal,Feature request,Custom development,Specialists,E. Müller,Closed,51,24,3.9
TKT-6513,2025-09-23,8,Germany,Workday,High,Email,Bug report,Training services,Tier 2,C. Chen,Closed,69,7,4.6
TKT-6514,2025-10-01,15,United Kingdom,Workday,Critical,Phone,Pricing & licensing,Integrations,Tier 1,A. Khan,Closed,27,18,3
TKT-6515,2025-11-06,22,Austria,Workday,Low,Chat,Purchasing & invoicing,Other,Specialists,H. Martin,Open,40,29,
TKT-6516,2025-12-11,5,Germany,Workday,Medium,Portal,Product setup,Ready-to-use software,Tier 2,F. Rossi,Open,53,32,
TKT-6517,2025-01-16,12,Spain,Workday,High,Email,Feature request,Custom development,Tier 1,D. Garcia,Closed,16,23,2.8
TKT-6518,2025-02-21,19,Poland,Workday,Critical,Phone,Bug report,Training services,Specialists,B. Smith,Closed,29,6,3.5
TKT-6519,2025-03-26,2,Germany,Workday,Low,Chat,Pricing & licensing,Integrations,Tier 2,I. Kowalski,Closed,42,17,4.2
TKT-6520,2025-04-04,9,Spain,Workday,Medium,Portal,Purchasing & invoicing,Other,Tier 1,G. de Vries,Closed,55,28,4.9
TKT-6521,2025-05-09,16,Netherlands,Workday,High,Email,Product setup,Ready-to-use software,Specialists,E. Müller,Closed,73,31,3.3
TKT-6522,2025-06-14,23,France,Weekend,Critical,Phone,Feature request,Custom development,Tier 2,C. Chen,Closed,31,22,4
TKT-6523,2025-07-19,6,Italy,Weekend,Low,Chat,Bug report,Training services,Tier 1,A. Khan,Open,44,5,
TKT-6524,2025-08-24,13,Netherlands,Weekend,Medium,Portal,Pricing & licensing,Integrations,Specialists,H. Martin,Open,57,16,
TKT-6525,2025-09-02,20,France,Workday,High,Email,Purchasing & invoicing,Other,Tier 2,F. Rossi,Closed,20,27,3.8
TKT-6526,2025-10-07,3,Italy,Workday,Critical,Phone,Product setup,Ready-to-use software,Tier 1,D. Garcia,Closed,33,30,4.5
TKT-6527,2025-11-12,10,Netherlands,Workday,Low,Chat,Feature request,Custom development,Specialists,B. Smith,Closed,46,21,2.9
TKT-6528,2025-12-17,17,France,Workday,High,Portal,Bug report,Training services,Tier 2,I. Kowalski,Closed,9,4,3.6
TKT-6529,2025-01-22,0,Belgium,Workday,Critical,Email,Pricing & licensing,Integrations,Tier 1,G. de Vries,Closed,77,15,4.3
TKT-6530,2025-02-27,7,Netherlands,Workday,Low,Phone,Purchasing & invoicing,Other,Specialists,E. Müller,Closed,35,26,2.7
TKT-6531,2025-03-05,14,United Kingdom,Workday,Medium,Chat,Product setup,Ready-to-use software,Tier 2,C. Chen,Open,48,29,
TKT-6532,2025-04-10,21,Switzerland,Workday,High,Portal,Feature request,Custom development,Tier 1,A. Khan,Closed,11,20,4.1
TKT-6533,2025-05-15,4,Germany,Workday,Critical,Email,Bug report,Training services,Specialists,H. Martin,Closed,24,3,4.8
TKT-6534,2025-06-20,11,United Kingdom,Workday,Low,Phone,Pricing & licensing,Integrations,Tier 2,F. Rossi,Closed,37,14,3.2
TKT-6535,2025-07-25,18,Austria,Workday,Medium,Chat,Purchasing & invoicing,Other,Tier 1,D. Garcia,Closed,50,25,3.9
TKT-6536,2025-08-03,1,Germany,Weekend,High,Portal,Product setup,Ready-to-use software,Specialists,B. Smith,Closed,13,28,4.6
TKT-6537,2025-09-08,8,Spain,Workday,Critical,Email,Feature request,Custom development,Tier 2,I. Kowalski,Closed,81,19,3
TKT-6538,2025-10-13,15,Poland,Workday,Low,Phone,Bug report,Training services,Tier 1,G. de Vries,Open,39,30,
TKT-6539,2025-11-18,22,Germany,Workday,Medium,Chat,Pricing & licensing,Integrations,Specialists,E. Müller,Open,52,13,
TKT-6540,2025-12-23,5,Spain,Workday,High,Portal,Purchasing & invoicing,Other,Tier 2,C. Chen,Closed,15,24,2.8
TKT-6541,2025-01-01,12,Netherlands,Workday,Critical,Email,Product setup,Ready-to-use software,Tier 1,A. Khan,Closed,28,27,3.5
TKT-6542,2025-02-06,19,France,Workday,Low,Phone,Feature request,Custom development,Specialists,H. Martin,Closed,41,18,4.2
TKT-6543,2025-03-11,2,Italy,Workday,Medium,Chat,Bug report,Training services,Tier 2,F. Rossi,Closed,54,29,4.9
TKT-6544,2025-04-16,9,Netherlands,Workday,High,Portal,Pricing & licensing,Integrations,Tier 1,D. Garcia,Closed,17,12,3.3
TKT-6545,2025-05-21,16,France,Workday,Low,Email,Purchasing & invoicing,Other,Specialists,B. Smith,Closed,85,23,4
TKT-6546,2025-06-26,23,Italy,Workday,Medium,Phone,Product setup,Ready-to-use software,Tier 2,I. Kowalski,Open,43,26,
TKT-6547,2025-07-04,6,Netherlands,Workday,High,Chat,Feature request,Custom development,Tier 1,G. de Vries,Open,56,17,
TKT-6548,2025-08-09,13,France,Weekend,Critical,Portal,Bug report,Training services,Specialists,E. Müller,Closed,19,28,3.8
TKT-6549,2025-09-14,20,Belgium,Weekend,Low,Email,Pricing & licensing,Integrations,Tier 2,C. Chen,Closed,32,11,4.5
TKT-6550,2025-10-19,3,Netherlands,Weekend,Medium,Phone,Purchasing & invoicing,Other,Tier 1,A. Khan,Closed,45,22,2.9
TKT-6551,2025-11-24,10,United Kingdom,Workday,High,Chat,Product setup,Ready-to-use software,Specialists,H. Martin,Closed,8,25,3.6
TKT-6552,2025-12-02,17,Switzerland,Workday,Critical,Portal,Feature request,Custom development,Tier 2,F. Rossi,Closed,21,16,4.3
TKT-6553,2025-01-07,0,Germany,Workday,Low,Email,Bug report,Training services,Tier 1,D. Garcia,Closed,89,27,2.7
TKT-6554,2025-02-12,7,United Kingdom,Workday,Medium,Phone,Pricing & licensing,Integrations,Specialists,B. Smith,Open,47,10,
TKT-6555,2025-03-17,14,Austria,Workday,High,Chat,Purchasing & invoicing,Other,Tier 2,I. Kowalski,Closed,10,21,4.1
TKT-6556,2025-04-22,21,Germany,Workday,Critical,Portal,Product setup,Ready-to-use software,Tier 1,G. de Vries,Closed,23,24,4.8
TKT-6557,2025-05-27,4,Spain,Workday,Low,Email,Feature request,Custom development,Specialists,E. Müller,Closed,36,15,3.2
TKT-6558,2025-06-05,11,Poland,Workday,Medium,Phone,Bug report,Training services,Tier 2,C. Chen,Closed,49,26,3.9
TKT-6559,2025-07-10,18,Germany,Workday,High,Chat,Pricing & licensing,Integrations,Tier 1,A. Khan,Closed,12,9,4.6
TKT-6560,2025-08-15,1,Spain,Workday,Critical,Portal,Purchasing & invoicing,Other,Specialists,H. Martin,Closed,25,20,3
TKT-6561,2025-09-20,8,Netherlands,Weekend,Low,Email,Product setup,Ready-to-use software,Tier 2,F. Rossi,Open,93,23,
TKT-6562,2025-10-25,15,France,Weekend,High,Phone,Feature request,Custom development,Tier 1,D. Garcia,Open,51,14,
TKT-6563,2025-11-03,22,Italy,Workday,Critical,Chat,Bug report,Training services,Specialists,B. Smith,Closed,14,25,2.8
TKT-6564,2025-12-08,5,Netherlands,Workday,Low,Portal,Pricing & licensing,Integrations,Tier 2,I. Kowalski,Closed,27,8,3.5
TKT-6565,2025-01-13,12,France,Workday,Medium,Email,Purchasing & invoicing,Other,Tier 1,G. de Vries,Closed,40,19,4.2
TKT-6566,2025-02-18,19,Italy,Workday,High,Phone,Product setup,Ready-to-use software,Specialists,E. Müller,Closed,53,50,4.9
TKT-6567,2025-03-23,2,Netherlands,Weekend,Critical,Chat,Feature request,Custom development,Tier 2,C. Chen,Closed,16,13,3.3
TKT-6568,2025-04-01,9,France,Workday,Low,Portal,Bug report,Training services,Tier 1,A. Khan,Closed,29,24,4
TKT-6569,2025-05-06,16,Belgium,Workday,Medium,Email,Pricing & licensing,Integrations,Specialists,H. Martin,Open,97,7,
TKT-6570,2025-06-11,23,Netherlands,Workday,High,Phone,Purchasing & invoicing,Other,Tier 2,F. Rossi,Open,55,18,
TKT-6571,2025-07-16,6,United Kingdom,Workday,Critical,Chat,Product setup,Ready-to-use software,Tier 1,D. Garcia,Closed,18,49,3.8
TKT-6572,2025-08-21,13,Switzerland,Workday,Low,Portal,Feature request,Custom development,Specialists,B. Smith,Closed,31,12,4.5
TKT-6573,2025-09-26,20,Germany,Workday,Medium,Email,Bug report,Training services,Tier 2,I. Kowalski,Closed,44,23,2.9
TKT-6574,2025-10-04,3,United Kingdom,Weekend,High,Phone,Pricing & licensing,Integrations,Tier 1,G. de Vries,Closed,57,6,3.6
TKT-6575,2025-11-09,10,Austria,Weekend,Critical,Chat,Purchasing & invoicing,Other,Specialists,E. Müller,Closed,20,17,4.3
TKT-6576,2025-12-14,17,Germany,Weekend,Low,Portal,Product setup,Ready-to-use software,Tier 2,C. Chen,Closed,33,48,2.7
TKT-6577,2025-01-19,0,Spain,Weekend,Medium,Email,Feature request,Custom development,Tier 1,A. Khan,Open,101,11,
TKT-6578,2025-02-24,7,Poland,Workday,High,Phone,Bug report,Training services,Specialists,H. Martin,Closed,9,22,4.1
TKT-6579,2025-03-02,14,Germany,Weekend,Low,Chat,Pricing & licensing,Integrations,Tier 2,F. Rossi,Closed,22,5,4.8
TKT-6580,2025-04-07,21,Spain,Workday,Medium,Portal,Purchasing & invoicing,Other,Tier 1,D. Garcia,Closed,35,16,3.2
TKT-6581,2025-05-12,4,Netherlands,Workday,High,Email,Product setup,Ready-to-use software,Specialists,B. Smith,Closed,48,47,3.9
TKT-6582,2025-06-17,11,France,Workday,Critical,Phone,Feature request,Custom development,Tier 2,I. Kowalski,Closed,11,10,4.6
TKT-6583,2025-07-22,18,Italy,Workday,Low,Chat,Bug report,Training services,Tier 1,G. de Vries,Closed,24,21,3
TKT-6584,2025-08-27,1,Netherlands,Workday,Medium,Portal,Pricing & licensing,Integrations,Specialists,E. Müller,Open,37,4,
TKT-6585,2025-09-05,8,France,Workday,High,Email,Purchasing & invoicing,Other,Tier 2,C. Chen,Open,105,15,
TKT-6586,2025-10-10,15,Italy,Workday,Critical,Phone,Product setup,Ready-to-use software,Tier 1,A. Khan,Closed,13,46,2.8
TKT-6587,2025-11-15,22,Netherlands,Weekend,Low,Chat,Feature request,Custom development,Specialists,H. Martin,Closed,26,9,3.5
TKT-6588,2025-12-20,5,France,Weekend,Medium,Portal,Bug report,Training services,Tier 2,F. Rossi,Closed,39,20,4.2
TKT-6589,2025-01-25,12,Belgium,Weekend,High,Email,Pricing & licensing,Integrations,Tier 1,D. Garcia,Closed,52,3,4.9
TKT-6590,2025-02-03,19,Netherlands,Workday,Critical,Phone,Purchasing & invoicing,Other,Specialists,B. Smith,Closed,15,14,3.3
TKT-6591,2025-03-08,2,United Kingdom,Weekend,Low,Chat,Product setup,Ready-to-use software,Tier 2,I. Kowalski,Closed,28,45,4
TKT-6592,2025-04-13,9,Switzerland,Weekend,Medium,Portal,Feature request,Custom development,Tier 1,G. de Vries,Open,41,8,
TKT-6593,2025-05-18,16,Germany,Weekend,High,Email,Bug report,Training services,Specialists,E. Müller,Open,109,19,
TKT-6594,2025-06-23,23,United Kingdom,Workday,Critical,Phone,Pricing & licensing,Integrations,Tier 2,C. Chen,Closed,17,30,3.8
TKT-6595,2025-07-01,6,Austria,Workday,Low,Chat,Purchasing & invoicing,Other,Tier 1,A. Khan,Closed,30,13,4.5
TKT-6596,2025-08-06,13,Germany,Workday,High,Portal,Product setup,Ready-to-use software,Specialists,H. Martin,Closed,43,44,2.9
TKT-6597,2025-09-11,20,Spain,Workday,Critical,Email,Feature request,Custom development,Tier 2,F. Rossi,Closed,56,7,3.6
TKT-6598,2025-10-16,3,Poland,Workday,Low,Phone,Bug report,Training services,Tier 1,D. Garcia,Closed,19,18,4.3
TKT-6599,2025-11-21,10,Germany,Workday,Medium,Chat,Pricing & licensing,Integrations,Specialists,B. Smith,Closed,32,29,2.7
TKT-6600,2025-12-26,17,Spain,Workday,High,Portal,Purchasing & invoicing,Other,Tier 2,I. Kowalski,Open,45,12,
